Year,Adult Mortality,infant deaths,Alcohol,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Diphtheria , HIV/AIDS,Population,Life expectancy 
2004,29,0,1.18,81,0,41.3,0,89,9,0.1,458324,67.1
2003,215,0,1.18,79,0,4.4,0,84,84,0.1,446769,66.8
2002,22,0,1.08,75,0,39.6,0,78,78,0.1,435262,66.5
2001,227,0,0.7,83,0,38.7,0,88,84,0.1,423853,66.2
2000,235,0,0.71,81,0,37.9,0,88,86,0.1,41269,65.8
2015,312,50,,42,7497,24.3,80,47,42,0.7,,55
2014,321,51,0.01,42,10229,23.8,80,47,42,0.8,,54.3
2013,318,51,0.01,42,3173,23.3,81,47,42,0.8,,54.2
2012,336,51,0.01,,9983,22.9,82,47,42,0.8,,53.1
2011,329,51,0.01,,17298,22.4,82,49,41,0.8,,53.1
2010,336,52,0.01,,115,22,83,49,45,0.8,,52.4
2009,335,52,0.01,,13,21.5,84,41,42,0.8,,52.2
2008,336,52,0.01,,1081,21.1,84,4,31,0.9,,51.9
2007,34,52,0.01,,1149,2.7,84,4,4,0.9,,51.5
2006,337,51,0.01,,7,2.2,83,26,26,0.9,,51.5
2005,334,50,0.01,,0,19.8,82,35,35,0.9,,51.6
2004,341,49,0.01,,12008,19.4,80,3,3,0.9,,51.2
2003,344,48,0.01,,8257,19,78,4,4,0.9,,51.1
2002,348,47,0.01,,9559,18.6,77,4,4,0.9,,58
2001,352,46,0.01,,3571,18.2,75,33,33,0.8,,57
2000,355,45,0.01,,3965,17.8,74,37,33,0.8,,55
2015,328,42,,75,17,51.1,52,75,75,3.6,5511976.68,62.9
2014,347,42,7.38,8,66,5.3,52,77,77,3.7,54146734.74,62
2013,371,43,7.34,7,25,49.5,54,73,73,4.5,53311955.61,69
2012,48,43,7.38,68,32,48.7,56,65,65,7.6,5256515.8,59.2
2011,413,43,7.38,76,92,47.9,58,69,69,8.5,51729345.36,58.9
2010,428,43,7.28,71,12499,47.2,62,72,72,11,5979432.36,58
2009,449,46,7.6,74,5857,46.4,70,75,76,19,5255813.11,56.5
2008,473,50,8.19,76,39,45.7,75,77,79,23.5,49557573.3,55.3
2007,486,51,8.48,83,31,45,79,79,82,26.4,48883844.99,54.5
2006,496,54,8.5,83,81,44.3,82,79,82,28.1,4823384.48,54
2005,498,55,8.69,79,615,43.6,84,75,79,29.5,476667.24,53.8
2004,497,55,6.96,76,830,42.9,83,73,74,29.7,4717.99,53.7
2003,485,55,6.93,71,244,42.2,82,7,69,28.9,46418193.9,54
2002,459,54,7.04,72,1043,41.6,79,7,7,26.6,45855482.88,54.9
2001,429,52,7.38,72,1166,4.9,76,71,71,24,45312937,56
2000,397,51,7.3,73,1459,4.1,73,71,73,21.3,44896856,57.3
2015,332,26,,31,878,,39,41,31,3.4,11882136,57.3
2014,343,26,,,441,,39,44,39,3.5,1153971,56.6
2013,345,26,,,525,,40,5,45,3.6,1117749,56.4
2012,347,26,,,1952,,40,64,59,3.8,1818258,56
2011,355,27,,,1256,,41,66,61,3.9,1448857,55.4
2010,359,27,,,0,,41,,,4,167192,55
2009,369,27,,,0,,42,,,4.2,967667,54.3
2008,377,27,,,0,,42,,,4.2,9263136,53.6
2007,381,27,,,0,,43,,,4.2,88568,53.1
2006,383,28,,,0,,43,,,4.1,8468152,52.5
2005,383,28,,,0,,44,,,3.9,818877,51.9
2004,383,29,,,0,,45,,,3.8,7787655,51.4
2003,383,29,,,0,,46,,,3.5,751642,58
2002,382,30,,,0,,48,,,3.3,7237276,52
2001,381,30,,,0,,49,,,3,6974442,49.6
2000,38,31,,,0,,50,,,2.7,67656,48.9
2015,56,1,,97,115,66.6,1,97,97,0.1,46447697,82.8
2014,58,1,0.01,96,154,66,1,97,97,0.1,4648882,82.6
2013,6,1,9.25,95,131,65.4,2,96,96,0.1,466245,82.4
2012,61,1,9.35,96,1204,64.8,2,97,97,0.1,4677355,82
2011,63,1,9.62,97,3802,64.1,2,97,97,0.1,46742697,82.1
2010,64,1,9.78,97,302,63.5,2,97,97,0.1,46576897,81.9
2009,66,2,9.99,96,41,62.9,2,96,96,0.1,46362946,81.6
2008,7,2,10.24,97,297,62.3,2,97,97,0.1,4595416,81.3
2007,72,2,11.05,96,267,61.7,2,96,96,0.1,4522683,89
2006,73,2,11.86,97,362,61.1,2,98,98,0.1,44397319,88
2005,77,2,11.92,96,22,6.5,2,96,96,0.1,43653155,81
2004,79,2,11.96,97,26,59.9,2,97,97,0.1,42921895,81
2003,83,2,12.09,81,256,59.3,2,99,98,0.1,42187645,79.4
2002,83,2,12.26,82,67,58.8,2,98,98,0.1,41431558,79.5
2001,84,2,9.86,83,0,58.2,2,95,96,0.1,485412,79.4
2000,86,2,11.12,77,152,57.6,2,95,95,0.1,4567864,79.1
2015,138,3,,99,1568,23.4,3,99,99,0.1,2966,74.9
2014,141,3,2.37,99,1686,22.7,3,99,99,0.1,2771,74.7
2013,142,3,2.56,99,2107,21.9,3,99,99,0.1,2585,74.6
2012,143,3,2.8,99,51,21.2,4,99,99,0.1,2425,74.5
2011,141,3,3.03,99,60,2.5,4,99,99,0.1,2271,74.5
2010,138,3,2.31,99,79,19.8,4,99,99,0.1,2119,74.5
2009,183,4,2.05,97,21,19.2,4,97,97,0.1,19968,71.8
2008,172,4,2.1,98,33,18.5,4,98,98,0.1,19817,72.3
2007,146,4,2.29,98,44,17.9,5,98,98,0.1,19668,73.7
2006,145,4,1.96,98,0,17.2,5,98,98,0.1,1952,73.8
2005,138,4,1.97,99,3,16.6,5,99,99,0.1,19373,74.2
2004,197,6,1.56,62,35,16.1,10,97,97,0.1,19228,69.1
2003,146,5,1.69,32,65,15.6,5,98,99,0.1,1983,73.9
2002,149,5,1.62,,139,15.1,5,98,98,0.1,18939,73.7
2001,16,5,1.68,,309,14.6,6,98,98,0.1,18797,72.7
2000,175,5,1.45,,16527,14.1,6,99,99,0.1,18655,71.5
2015,225,58,,93,3585,,85,93,93,0.3,3864783,64.1
2014,229,59,0.01,94,676,,86,94,94,0.3,37737913,63.8
2013,232,60,0.01,93,2813,,88,93,93,0.3,36849918,63.5
2012,235,61,0.01,92,8523,,89,92,92,0.3,3599192,63.2
2011,241,61,2.12,93,5616,,91,93,93,0.3,35167314,62.7
2010,243,62,1.77,75,680,,92,9,9,0.3,34385963,62.5
2009,248,63,1.99,72,68,,94,81,81,0.3,3365619,62
2008,251,64,2.01,78,129,,95,85,86,0.3,32955496,61.8
2007,254,65,2.01,78,327,,97,84,84,0.3,32282526,61.4
2006,26,66,1.9,6,228,,99,77,78,0.2,316764,61
2005,261,66,1.55,22,1374,,101,78,78,0.2,3911914,67
2004,278,68,1.59,,9562,,102,74,74,0.2,3186341,59.7
2003,278,69,1.74,,4381,,104,69,69,0.2,29435944,59.6
2002,277,70,1.59,,4529,,106,6,6,0.2,28679565,59.4
2001,283,71,1.81,,4362,,108,66,66,0.2,279455,58.9
2000,284,71,1.76,,2875,,109,62,62,0.1,2725535,58.6
2015,176,0,,89,0,58.3,0,89,89,0.4,55328,71.6
2014,178,0,6.32,85,0,57.7,0,85,85,0.4,547928,71.4
2013,179,0,6.02,86,0,57,0,86,86,0.4,54254,71.2
2012,178,0,5.73,84,0,56.3,0,84,84,0.9,53777,71.3
2011,187,0,5.64,86,0,55.5,0,86,86,0.1,531589,76
2010,19,0,5.26,86,0,54.8,0,96,96,0.5,52613,73
2009,196,0,5.13,87,0,54.1,0,85,87,0.6,52619,70
2008,196,0,4.94,84,0,53.3,0,85,85,1.2,515148,69.8
2007,22,0,4.72,84,0,52.6,0,84,84,0.8,5975,69.5
2006,199,0,4.52,84,0,51.8,0,84,84,0.6,5437,69.3
2005,25,0,4.47,83,0,51.1,0,84,83,0.6,498946,68.9
2004,214,0,4.55,,0,5.4,0,84,85,0.9,49363,68.3
2003,223,0,4.53,,0,49.7,0,74,75,1,488332,68
2002,221,0,4.41,,0,49,0,74,73,1.6,48344,67.9
2001,219,0,4.23,,0,48.3,0,65,68,1.8,47774,67.7
2000,224,0,4.29,,0,47.6,0,7,71,0.4,47239,67.4
2015,373,2,,9,0,32.3,3,84,9,7.1,131911,58.9
2014,382,2,0.01,98,0,31.8,3,98,98,7.3,129597,58.4
2013,393,2,0.01,98,0,31.2,3,98,98,9.8,1271456,57.6
2012,412,2,0.01,95,0,3.7,3,92,95,12.2,1248158,56.5
2011,438,2,5.2,91,0,3.2,3,85,91,15.7,1225258,55
2010,459,2,4.93,89,313,29.7,4,89,89,21.6,122843,53.6
2009,46,3,4.9,88,26,29.3,4,89,88,33.7,118675,52.6
2008,477,3,4.87,9,1,28.9,4,89,88,40.2,1158897,51.4
2007,51,3,5.55,92,0,28.5,4,88,87,40.7,1138434,50
2006,564,3,5.53,93,0,28.2,4,88,87,43.7,112514,47.8
2005,63,3,5.08,95,0,27.8,4,88,86,49.1,115873,46
2004,69,3,5.78,93,0,27.4,4,88,86,50.3,19553,45.6
2003,6,3,5.65,9,350,27.1,4,87,85,50.6,187392,45.9
2002,587,3,5.52,88,37,26.7,4,87,85,49.9,1893,46.4
2001,568,3,6.72,86,49,26.3,4,87,84,48.8,172927,47.1
2000,536,3,7.19,83,10,25.9,4,87,84,46.4,161468,48.4
2015,53,0,,67,22,59.5,0,98,98,0.1,9799186,82.4
2014,54,0,7.3,67,26,59,0,98,98,0.1,969611,82.3
2013,57,0,7.3,67,51,58.5,0,98,98,0.1,96379,81.9
2012,57,0,7.4,53,30,58.1,0,98,98,0.1,9519374,81.7
2011,58,0,7.4,42,26,57.7,0,98,98,0.1,9449213,81.7
2010,58,0,7.2,,6,57.3,0,98,98,0.1,9378126,81.5
2009,62,0,7.3,,3,56.9,0,98,98,0.1,9298515,81.4
2008,62,0,6.9,,25,56.5,0,98,98,0.1,9219637,81.1
2007,63,0,6.9,,1,56.1,0,98,98,0.1,914892,89
2006,64,0,6.5,,19,55.7,0,98,98,0.1,9855,88
2005,66,0,6.5,,13,55.3,0,98,98,0.1,929572,85
2004,7,0,6.6,,5,54.9,0,99,99,0.1,8993531,83
2003,69,0,6.9,,3,54.4,0,99,99,0.1,8958229,82
2002,71,0,6.9,,9,53.9,0,99,99,0.1,8924958,79.9
2001,73,0,6.6,,5,53.4,0,99,99,0.1,889596,79.8
2000,73,0,6.2,,59,52.8,0,99,99,0.1,887219,79.6
2015,49,0,,,35,57.4,0,97,97,0.1,8282396,83.4
2014,51,0,9.61,,23,57,0,96,96,0.1,8188649,83.2
2013,52,0,9.73,,175,56.6,0,96,96,0.1,889346,83
2012,54,0,9.86,,61,56.2,0,96,96,0.1,7996861,82.7
2011,55,0,9.99,,621,55.8,0,96,96,0.1,7912398,82.6
2010,57,0,10.01,,77,55.4,0,96,95,0.1,782499,82.3
2009,6,0,10.15,,958,55,0,96,95,0.1,7743831,82.1
2008,6,0,10.29,,2022,54.6,0,96,95,0.1,7647675,82
2007,63,0,10.44,,1015,54.1,0,94,94,0.1,7551117,81.7
2006,65,0,10.24,,0,53.7,0,94,94,0.1,7483934,81.5
2005,66,0,10.15,,60,53.2,0,94,94,0.1,7437115,81.1
2004,69,0,10.55,,39,52.8,0,95,93,0.1,7389625,81
2003,72,0,10.82,,574,52.3,0,95,93,0.1,73391,85
2002,74,0,10.85,,0,51.8,0,95,93,0.1,7284753,84
2001,75,0,11.12,,700,51.3,0,95,93,0.1,7229854,82
2000,78,0,11.26,,0,5.8,0,95,93,0.1,718425,79.7
2015,293,6,,41,45,57.1,8,5,41,0.1,18734987,64.5
2014,294,7,0.01,47,594,56.2,8,52,43,0.1,19239,64.4
2013,37,7,0.01,71,740,55.2,9,5,41,0.1,1989141,63.6
2012,32,7,0.01,43,13,54.2,9,47,45,0.1,24271,62.8
2011,163,7,0.76,66,13,53.2,8,6,72,0.1,2863993,71.7
2010,127,7,0.78,84,26,52.3,9,83,8,0.1,2118834,73.7
2009,124,7,0.81,84,22,51.3,9,83,8,0.1,2824893,73.8
2008,122,8,0.8,83,19,5.4,9,83,79,0.1,2325443,73.8
2007,121,8,0.83,83,403,49.4,9,83,8,0.1,1963286,73.8
2006,123,8,0.97,83,517,48.5,10,83,8,0.1,18914977,73.7
2005,127,9,0.92,83,375,47.6,10,83,8,0.1,18294611,73.5
2004,131,9,0.93,82,189,46.8,10,84,81,0.1,1786638,73.2
2003,134,9,1.29,81,801,46,11,85,83,0.1,17415266,73
2002,135,9,1.25,8,538,45.3,11,86,84,0.1,178791,72.8
2001,135,10,1.29,8,290,44.6,11,83,82,0.1,16766899,72.7
2000,136,10,1.41,79,146,43.9,12,86,84,0.1,1641848,72.6
2015,161,10,,96,3,4.7,11,96,96,0.2,8548651,69.7
2014,162,10,0.01,97,0,39.9,11,94,97,0.2,8362745,69.6
2013,163,10,0.01,96,1,39,11,97,96,0.2,817789,69.3
2012,164,10,0.01,94,16,38.2,12,96,94,0.2,799562,68.8
2011,166,10,0.32,96,1,37.4,12,97,96,0.2,7815949,68.1
2010,171,10,0.32,93,0,36.6,12,95,93,0.2,764163,67.3
2009,174,10,0.3,93,0,35.9,12,93,93,0.2,7472819,66.7
2008,178,10,0.32,86,0,35.3,12,87,86,0.3,739728,66.4
2007,181,10,0.35,84,2,34.7,12,85,86,0.3,7152385,66.1
2006,183,10,0.38,88,3,34.1,12,76,83,0.3,7557,65.9
2005,194,10,0.37,81,0,33.5,12,79,84,0.3,6854176,65.5
2004,177,11,0.38,81,4,33,13,82,86,0.3,6712841,65.9
2003,182,11,0.36,58,2144,32.5,14,82,85,0.3,6576877,65.2
2002,193,12,0.6,39,927,32.1,15,84,85,0.3,6447688,64.3
2001,194,13,0.86,,38,31.6,16,84,85,0.3,6327125,64
2000,198,14,0.37,,192,31.3,17,86,83,0.3,621625,63.7
2015,148,8,,99,154,33.6,9,99,99,0.1,686576,74.9
2014,152,8,6.41,99,0,32.4,10,99,99,0.1,68416772,74.6
2013,153,9,6.5,99,2641,31.3,10,99,99,0.1,6814365,74.5
2012,154,9,6.56,98,5197,3.1,11,99,99,0.1,67843979,74.3
2011,155,10,6.07,98,3156,29,11,99,99,0.2,675313,74.1
2010,158,10,5.95,98,2583,27.9,12,99,99,0.2,672888,73.9
2009,16,11,5.88,98,6071,26.8,12,99,99,0.3,66881867,73.7
2008,162,11,5.92,98,7790,25.7,13,99,99,0.3,6654576,73.5
2007,165,12,6.2,96,3893,24.6,14,98,98,0.4,66195615,73.3
2006,168,13,6.18,96,3588,23.6,15,98,98,0.5,65824164,73
2005,177,13,6.26,96,3526,22.6,15,98,98,0.5,6542547,72.5
2004,189,14,6.17,96,4165,21.7,16,98,98,0.5,652231,71.6
2003,189,15,6.14,96,4519,2.9,18,98,98,0.6,64554952,71.7
2002,192,16,5.93,95,10315,2.2,19,97,96,0.7,6473164,71.4
2001,194,17,5.92,95,7319,19.4,20,97,96,0.8,63543322,71.2
2000,194,18,5.88,95,4074,18.7,21,97,97,0.8,6295821,71.1
2015,12,0,,92,1,6.3,0,92,91,0.1,,75.7
2014,12,0,1.13,97,116,59.7,0,96,95,0.1,,75.5
2013,14,0,1.03,97,4,59.1,0,98,98,0.1,,75.3
2012,15,0,1.23,98,7,58.5,0,97,95,0.1,,75.1
2011,17,0,1.16,96,701,57.9,0,97,96,0.1,,74.9
2010,18,0,1.47,9,217,57.4,0,95,95,0.1,,74.7
2009,111,0,1.77,95,5,56.9,0,96,96,0.1,,74.4
2008,111,0,1.72,97,27,56.4,0,96,95,0.1,,74.2
2007,12,0,1.75,96,1,55.9,0,96,95,0.1,,73.5
2006,122,0,1.74,89,3,55.4,0,92,93,0.1,,73.7
2005,12,0,1.75,53,5,54.9,0,98,97,0.1,,73.6
2004,12,0,2.07,,9,54.5,0,95,94,0.1,,73.5
2003,126,0,2.4,,18,54.1,0,96,96,0.1,,73.2
2002,128,0,2.53,,19,53.6,0,97,96,0.1,,72.8
2001,126,0,3.27,,27,53.2,0,91,91,0.1,,73.1
2000,125,0,2.86,,36,52.7,0,96,95,0.1,,72.6
2015,152,2,,76,43,17.4,2,75,76,0.1,124977,68.3
2014,155,2,0.01,77,47,17,2,76,77,0.1,1212814,68
2013,158,2,0.01,82,4,16.6,2,82,82,0.1,1184366,67.7
2012,159,2,0.01,83,16,16.2,2,83,83,0.1,115676,67.4
2011,161,2,0.5,67,763,15.8,3,66,67,0.1,1131523,67.2
2010,163,2,0.1,72,50,15.5,3,72,72,0.1,119591,66.9
2009,165,2,0.09,72,10,15.1,3,78,72,0.1,19221,66.6
2008,168,2,0.06,79,0,14.7,3,79,79,0.1,17811,66.2
2007,173,2,0.05,,0,14.2,3,7,7,0.1,164973,65.8
2006,186,2,0.04,,90,13.9,3,62,63,0.1,148621,64.9
2005,26,3,0.36,,203,13.5,3,55,55,0.1,126484,63.7
2004,229,3,0.38,,41,13.2,3,57,57,0.1,996698,62.3
2003,25,3,0.44,,94,12.9,4,55,55,0.1,96852,61
2002,261,3,0.48,,0,12.6,4,38,54,0.1,923825,62
2001,269,3,0.5,,0,12.3,4,,,0.1,892531,59.4
2000,276,3,0.5,,0,11.9,4,,,0.1,87167,58.7
2015,287,13,,88,20,24.3,20,88,88,1,741682,59.9
2014,285,13,0.01,87,577,23.7,20,85,87,1,7228915,59.7
2013,287,14,0.01,84,564,23.1,20,84,84,1.5,742948,59.4
2012,294,14,0.01,84,238,22.6,21,84,84,1.7,6859482,58.9
2011,34,14,1.44,85,187,22,21,85,85,2.6,6679282,58.3
2010,323,14,1.21,83,120,21.4,21,83,83,3.8,652952,57.4
2009,336,14,1.24,78,425,2.9,22,78,78,4.3,633472,56.7
2008,344,14,1.33,24,187,2.4,22,8,81,4.8,6161796,56.2
2007,344,14,1.37,,8,19.8,22,72,82,5.1,5997385,55.9
2006,345,15,1.37,,26,19.3,22,85,84,5,5837792,55.7
2005,357,15,1.14,,38,18.9,22,8,82,5,5683268,55
2004,355,15,1.01,,61,18.4,22,71,71,5.1,5534598,54.9
2003,355,15,1.02,,295,17.9,22,72,72,5.2,539141,54.7
2002,351,15,1,,363,17.5,22,58,59,5.3,5251472,54.7
2001,345,14,0.95,,1833,17.1,22,51,5,5.3,511177,54.6
2000,339,14,1.1,,3578,16.6,22,63,64,5.1,497367,54.6
2015,133,0,,78,0,75.2,0,8,78,0.1,16364,73.5
2014,135,0,0.01,8,0,74.8,0,82,8,0.1,15782,73.3
2013,137,0,0.01,82,0,74.3,0,84,82,0.1,15328,73.2
2012,138,0,0.01,77,0,73.8,0,79,77,0.1,14951,73
2011,14,0,0.96,82,0,73.3,0,84,82,0.1,14577,72.9
2010,142,0,1.24,82,0,72.7,0,84,82,0.1,14137,72.8
2009,147,0,1.08,84,0,72.1,0,86,84,0.1,1364,72.5
2008,145,0,1.1,84,0,71.5,0,88,86,0.1,135,72.6
2007,146,0,2.05,87,0,7.8,0,88,87,0.1,12357,72.5
2006,148,0,1.79,89,0,7.1,0,89,88,0.1,11689,72.4
2005,15,0,1.57,89,0,69.4,0,9,89,0.1,1141,72.3
2004,151,0,1.8,9,0,68.6,0,91,9,0.1,146,72.2
2003,153,0,1.79,85,0,67.8,0,91,9,0.1,99789,72
2002,155,0,1.51,88,0,67,0,85,84,0.1,99184,71.9
2001,157,0,1.35,91,4,66.2,0,91,89,0.1,98611,71.8
2000,158,0,1.24,93,0,65.5,0,91,91,0.1,9882,71.6
2015,17,0,,9,0,47.1,0,88,96,0.3,13692,71.2
2014,171,0,6.94,92,0,46,0,94,92,0.3,1354493,71.1
2013,172,0,6.71,92,0,45,0,94,92,0.3,1348248,71
2012,174,0,6.7,92,0,44,0,91,92,0.4,1341588,78
2011,176,0,6.5,9,0,43,0,91,9,0.4,1334788,76
2010,179,0,6.5,9,0,42,0,91,9,0.4,13281,74
2009,183,0,6.37,9,0,41.1,0,9,9,0.2,1321618,71
2008,185,0,6.41,9,0,4.2,0,91,9,0.3,1315372,69.9
2007,187,0,6.37,89,0,39.3,0,9,88,0.7,13926,69.7
2006,188,0,6.35,89,0,38.4,0,89,92,0.6,133144,69.6
2005,189,0,6.12,95,0,37.6,0,95,95,0.5,1296934,69.5
2004,19,0,5.82,94,0,36.8,0,94,94,1,129535,69.4
2003,191,0,5.53,76,0,36,1,91,91,0.5,128452,69.3
2002,192,0,5.12,5,0,35.2,1,96,96,2,1277837,69.2
2001,194,0,4.55,,0,34.4,1,91,91,1.2,127238,69.1
2000,197,0,4.68,,0,33.6,1,9,9,0.9,1267984,69.1
2015,1,3,,98,16,61.2,3,98,98,0.1,11273661,75.3
2014,12,3,1.39,98,15,6.2,3,98,98,0.1,1114398,75.1
2013,13,3,1.29,98,16,59.3,3,98,98,0.1,1114558,74.9
2012,13,3,1.3,97,48,58.3,3,97,97,0.1,1886668,74.9
2011,13,3,1.29,98,11,57.4,3,98,98,0.1,1761467,74.8
2010,12,3,1.28,98,1,56.5,3,98,98,0.1,1639931,74.8
2009,12,3,1.4,99,1,55.6,3,99,99,0.1,1521834,74.7
2008,12,3,1.37,99,2,54.7,3,99,99,0.1,147336,74.7
2007,12,3,1.24,98,4,53.9,4,98,98,0.1,129887,74.6
2006,12,3,1.46,99,3,53.1,4,99,99,0.1,1196136,74.4
2005,14,3,1.37,97,15,52.2,4,98,98,0.1,112482,74.2
2004,15,3,1.36,96,1,51.4,4,97,97,0.1,11761,74
2003,17,4,1.34,92,22,5.6,4,95,95,0.1,9939678,73.7
2002,19,4,1.17,93,98,49.7,5,96,96,0.1,9864326,73.5
2001,11,4,1.19,94,231,48.9,5,98,98,0.1,978571,73.2
2000,112,4,1.21,94,47,48.1,5,97,97,0.1,9699197,72.9
2015,16,15,,97,342,66.1,18,97,97,0.1,78271472,75.8
2014,17,16,1.45,96,565,65.3,19,96,96,0.1,773628,75.5
2013,19,17,1.41,97,7405,64.5,20,98,98,0.1,75787333,75.2
2012,112,19,1.54,97,349,63.7,22,97,97,0.1,74569867,74.8
2011,114,20,1.53,96,111,62.8,23,97,97,0.1,7349455,74.5
2010,116,21,1.49,96,7,61.9,25,97,97,0.1,72326914,74.2
2009,118,23,1.4,94,4,61.1,27,96,96,0.1,71339185,73.9
2008,121,25,1.39,92,0,6.2,29,96,96,0.1,74432,73.5
2007,124,26,1.26,96,3,59.3,31,96,96,0.1,69597281,73.2
2006,126,28,1.29,82,34,58.5,34,9,9,0.1,6876345,72.8
2005,129,30,1.29,85,6200,57.6,36,9,9,0.1,679346,72.4
2004,132,33,1.35,77,8927,56.8,39,85,85,0.1,677855,72
2003,135,35,1.42,68,5844,55.9,43,69,68,0.1,668583,71.6
2002,138,38,1.47,72,7823,55.1,46,78,78,0.1,6514354,71.2
2001,14,41,1.49,77,30509,54.3,50,88,88,0.1,64191474,78
2000,143,44,1.54,71,16244,53.5,54,85,85,0.1,6324121,74
2015,215,6,,99,0,48.6,7,99,99,0.1,5565284,66.3
2014,217,7,2.9,97,0,47.7,8,98,98,0.1,5466241,66
2013,228,7,2.93,98,0,46.7,8,98,98,0.1,5366277,65.4
2012,22,7,2.75,98,0,45.9,8,98,97,0.1,5267839,65.6
2011,217,7,2.55,97,0,45,8,97,97,0.1,517461,65.6
2010,211,7,2.48,96,0,44.2,8,96,96,0.1,58721,65.8
2009,215,6,2.35,97,0,43.4,8,97,96,0.1,5795,65.6
2008,235,6,2.4,96,0,42.7,8,96,96,0.1,4935762,64.5
2007,241,6,2.58,98,59,42,8,98,98,0.1,487137,64.1
2006,245,6,2.71,98,48,41.3,8,98,98,0.1,48115,63.7
2005,248,6,2.85,99,0,4.7,8,99,99,0.1,4754641,63.3
2004,238,6,2.86,96,1,4,8,98,97,0.1,473398,63.5
2003,231,7,2.88,97,1,39.4,8,66,83,0.1,4655741,63.4
2002,229,7,2.33,96,11,38.7,8,99,98,0.1,4612,63.3
2001,221,7,2.35,,9,38.1,9,94,95,0.1,45648,64
2000,224,7,2.9,,113,37.5,9,98,97,0.1,4516131,63.8
2013,,0,0.01,9,0,79.3,0,9,9,0.1,1819,
2015,291,66,,78,478,18.5,93,82,78,3.1,414487,62.3
2014,38,68,0.01,78,314,18.1,97,82,78,3.2,38833338,61.5
2013,325,71,0.01,78,7878,17.6,103,82,78,4,37553726,67
2012,339,73,0.01,78,2027,17.2,109,82,78,4.6,3636796,60
2011,347,76,10.22,82,3312,16.7,114,82,82,6.8,3593648,59.3
2010,362,79,10.03,8,1313,16.3,119,79,8,8,33915133,58.4
2009,378,82,9.63,79,1601,15.9,124,78,79,8.1,32771895,57.5
2008,41,84,9.79,71,1319,15.6,130,69,71,8.2,31663896,56.3
2007,41,88,9.65,73,3776,15.2,137,7,73,8.4,359487,55.5
2006,41,93,9.81,64,5736,14.8,145,62,64,8.6,2955662,54.9
2005,446,99,10.09,64,22,14.5,155,59,64,8.7,2854394,53.2
2004,485,104,9.89,62,141,14.2,164,58,62,8.9,27568436,51.3
2003,53,109,10.16,44,29429,13.9,173,57,59,9.4,2662482,51
2002,523,112,10.42,29,49871,13.6,181,57,57,10,2571848,48.8
2001,539,115,10.57,,48543,13.3,187,56,55,10.8,24854892,47.7
2000,554,116,10.47,,42554,13,191,55,52,11.6,2439274,46.6
2015,195,4,,22,105,61.3,5,51,23,0.2,4515429,71.3
2014,23,4,8.06,22,0,6.7,5,45,23,0.2,45271947,78
2013,198,4,8.44,46,0,6.1,5,72,76,0.2,454896,71
2012,25,5,8.44,46,12746,59.6,5,72,76,0.2,455933,77
2011,24,5,8.48,21,1333,59,5,54,5,0.2,45761,75
2010,212,5,8.39,48,39,58.5,6,57,52,0.2,45877,69.8
2009,231,5,8.71,66,0,58,6,74,71,0.3,46533,69.2
2008,273,5,9.46,84,48,57.6,6,91,9,0.4,462582,67.7
2007,277,5,8.86,92,1005,57.2,6,98,98,0.7,465935,67.5
2006,267,5,7.99,96,42724,56.8,6,99,98,0.8,4678775,67.7
2005,278,5,7.31,97,2392,56.4,6,95,96,0.9,471515,67
2004,267,5,6.79,98,146,56.1,6,99,99,1,474516,67.4
2003,256,6,5.92,77,411,55.7,6,99,97,0.9,4781295,67.6
2002,256,6,4.89,48,7587,55.4,7,99,99,0.9,48225,67.6
2001,253,6,4.31,7,16970,55.1,7,99,99,0.8,48683865,67.7
2000,257,6,4.49,4,817,54.8,8,99,99,0.7,49175848,67.5
2015,75,1,,99,347,64.2,1,99,99,0.1,,77.1
2014,77,1,1.91,99,344,62.4,1,99,99,0.1,,76.9
2013,78,1,1.82,98,0,6.5,1,98,98,0.1,,76.7
2012,8,1,1.75,96,132,58.6,1,96,96,0.1,,76.5
2011,81,1,1.73,95,0,57.1,1,95,95,0.1,,76.3
2010,82,1,1.69,94,87,55.8,1,94,94,0.1,,76.2
2009,84,1,1.73,93,0,55.1,1,94,93,0.1,,76
2008,85,1,1.86,92,55,54.8,1,94,92,0.1,,75.8
2007,87,1,1.69,92,0,55.1,1,94,92,0.1,,75.6
2006,89,1,1.74,92,0,55.8,1,94,92,0.1,,75.4
2005,92,1,1.79,92,29,56.6,1,94,94,0.1,,75.3
2004,95,1,1.77,92,22,57,1,94,94,0.1,,75.1
2003,98,1,1.74,92,42,56.8,1,94,94,0.1,,74.9
2002,11,1,1.72,92,53,56,1,94,94,0.1,,74.7
2001,14,1,1.67,92,30,55,1,94,94,0.1,,74.5
2000,17,1,1.64,92,69,54.1,1,94,94,0.1,,74.2
2015,69,3,10.66,,91,66.6,4,96,96,0.1,,81.2
2014,71,3,10.37,,133,66,4,95,95,0.1,,81
2013,72,3,10.32,,1919,65.4,4,95,95,0.1,,87
2012,72,3,10.42,,2092,64.8,4,95,95,0.1,,86
2011,74,3,10.68,,1112,64.2,4,95,95,0.1,,86
2010,77,3,10.88,,443,63.6,4,94,94,0.1,,82
2009,78,4,10.79,,1212,63.1,4,93,93,0.1,,81
2008,8,4,11.47,,1445,62.5,4,92,92,0.1,,79.6
